id,mac,office_id,age,sex,family_status,marital_status,car_status,house_status,consume_capacity,consume_will,device_brand,operator,profession,social_composition,travel,bank,user_tag_work,user_tag_communicate,user_tag_healthy,user_tag_edu,user_tag_financial,user_tag_travel,user_tag_auto,user_tag_live,user_tag_tools,user_tag_game,user_tag_read,user_tag_photo,user_tag_system_tools,user_tag_new,user_tag_medical,user_tag_online_shop,user_tag_sns,user_tag_video,user_tag_music,user_tag_infant_mom,user_tag_wearables,user_tag_subjects,citys,month_latlng,week_latlng,create_date,update_date,place_name1,place_name2,place_code1,place_code2,user_apps_1,user_apps_2,user_apps_3,user_apps_4,user_apps_5,user_apps_6,user_apps_7,user_apps_8,user_apps_9,user_apps_10,user_apps_11,user_apps_12
53661,00:08:22:6e:06:0b,20171220,0,1,2,1,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,遵义市,"21:3.064_101.774_2,20:3.064_101.774_1,22:3.064_101.774_3,18:3.064_101.774_1|1:3.064_101.774_1,19:3.064_101.774_1,22:3.064_101.774_1,18:3.064_101.774_1,23:3.064_101.774_1,13:3.064_101.774_1,14:3.064_101.774_1,12:3.064_101.774_1",,20171220,0,,,,,,,,,,,,,,,,
53662,00:08:22:70:d5:fb,20171220,41,1,2,2,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,鸡西市,,,20171220,0,,,,,"{d=238, s=6, n=爱奇艺, ud=1}","{d=5144, s=12, n=弓箭手大作战, ud=2}","{d=3655, s=6, n=掌阅, ud=4}","{d=150, s=3, n=葫芦侠, ud=1}","{d=40, s=3, n=360手机卫士, ud=2}","{d=113, s=9, n=乐商店, ud=1}","{d=3348, s=43, n=酷我音乐, ud=6}","{d=539, s=8, n=QQ, ud=4}","{d=457, s=40, n=安狗狗管家, ud=3}","{d=1199, s=96, n=乐桌面, ud=6}","{d=147, s=3, n=开心消消乐, ud=1}","{d=15, s=3, n=4399游戏盒, ud=1}"
53663,00:08:22:82:f0:fb,20171220,0,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,广州市,,,20171220,0,,,,,"{d=534, s=1, n=Future crime simulator, ud=1}","{d=642, s=8, n=葫芦侠, ud=1}","{d=1117, s=31, n=搜狗输入法, ud=9}","{d=42, s=5, n=恐龙模拟器, ud=1}","{d=260412, s=142, n=爱奇艺, ud=24}","{d=6, s=1, n=WiFi万能钥匙, ud=1}","{d=25870, s=60, n=酷我音乐, ud=19}","{d=3, s=1, n=Google Play 商店, ud=1}","{d=1498, s=3, n=迷你世界, ud=1}","{d=2710, s=51, n=应用宝, ud=17}","{d=3745, s=15, n=今日头条, ud=6}","{d=1655, s=8, n=快手, ud=2}"
53664,00:08:22:84:61:00,20171220,41,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,南昌市,"10:28.848_115.947_1,7:28.848_115.947_1,6:28.848_115.947_1,5:28.850_115.942_1,28.850_115.943_1,9:28.848_115.947_1,8:28.848_115.947_1,11:28.848_115.947_1|12:28.852_115.942_1",,20171220,0,,,,,"{d=182, s=5, n=360手机卫士, ud=2}","{d=11331, s=11, n=乐视视频, ud=2}",,,,,,,,,,
53665,00:08:22:86:9e:a5,20171220,41,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宿州市,"19:31.840_117.314_1,24.525_103.764_4,24.525_103.769_12,22:24.516_103.762_10,24.525_103.764_2,24.523_103.763_1,17:24.516_103.762_8,24.527_103.770_1,24.525_103.764_3,23:24.523_103.763_1,24.525_103.764_1,24.516_103.762_9,18:24.525_103.764_3,24.516_103.762_9,31.840_117.314_1,15:24.516_103.762_8,24.525_103.764_2,31.840_117.314_1,16:31.840_117.314_2,24.516_103.762_10,24.525_103.764_2,13:24.525_103.764_3,24.525_103.769_7,31.840_117.314_1,14:24.523_103.763_1,24.516_103.762_10,24.525_103.764_2,11:31.840_117.314_1,24.525_103.764_3,24.516_103.762_11,12:31.840_117.314_2,24.525_103.764_1,24.516_103.762_11,3:24.525_103.764_1,31.840_117.314_2,24.516_103.762_7,21:24.525_103.764_3,31.841_117.317_2,24.516_103.762_9,2:24.516_103.762_8,24.525_103.764_1,31.840_117.314_2,20:31.841_117.317_2,24.516_103.762_10,24.525_103.764_3,10:31.840_117.314_1,24.525_103.764_1,24.516_103.762_9,1:24.516_103.762_7,31.840_117.314_2,24.525_103.764_2,0:31.840_117.314_2,24.525_103.764_2,24.516_103.762_9,7:24.523_103.763_1,24.525_103.764_5,24.516_103.762_8,6:24.516_103.762_10,24.525_103.764_3,31.840_117.314_2,5:31.840_117.314_2,24.516_103.762_13,24.525_103.764_5,4:31.840_117.314_2,24.516_103.762_8,24.525_103.764_2,9:31.840_117.314_1,24.525_103.769_10,24.525_103.764_4,8:24.525_103.769_8,24.525_103.764_3,24.523_103.763_1|19:27.640_113.793_1,24.525_103.764_3,17:24.516_103.762_5,24.525_103.764_3,46.647_131.162_1,22:24.525_103.764_4,46.647_131.162_1,18:24.523_103.766_2,24.523_103.763_1,24.525_103.764_1,23:24.523_103.763_1,24.525_103.764_4,24.516_103.762_5,15:46.647_131.162_1,24.525_103.764_4,16:24.525_103.764_4,24.523_103.763_1,24.516_103.762_5,13:24.523_103.763_1,24.525_103.764_3,24.516_103.762_4,14:46.647_131.162_1,24.516_103.762_5,24.525_103.764_3,11:46.647_131.162_1,24.516_103.762_6,24.525_103.764_4,12:46.647_131.162_1,24.525_103.764_3,24.516_103.762_5,21:24.525_103.764_2,24.516_103.762_4,46.647_131.162_1,3:24.525_103.764_4,24.523_103.766_1,2:24.525_103.764_3,24.523_103.766_1,20:24.525_103.764_3,46.647_131.162_1,24.516_103.762_5,10:46.647_131.162_1,24.516_103.762_4,24.525_103.764_3,1:24.523_103.766_1,24.525_103.764_4,0:27.640_113.793_1,24.525_103.764_4,7:24.525_103.764_3,24.523_103.763_1,24.529_103.766_3,6:21.159_109.725_1,24.525_103.764_3,5:24.525_103.764_4,24.523_103.763_1,4:24.523_103.766_1,24.525_103.764_4,9:24.525_103.764_3,21.159_109.725_1,8:24.525_103.764_4,21.159_109.725_1",,20171220,0,,,,,,,,,,,,,,,,
53666,00:08:22:9a:14:fc,20171220,31,1,2,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,南昌市,,,20171220,0,,,,,"{d=2344, s=10, n=手机百度, ud=5}","{d=689, s=2, n=宝宝爱吃饭, ud=1}","{d=1864, s=3, n=搜狗搜索, ud=2}","{d=667, s=19, n=搜狗输入法, ud=5}","{d=2210, s=3, n=儿童游戏涂色绘画, ud=2}","{d=62, s=4, n=微信, ud=1}","{d=8644, s=15, n=酷我音乐, ud=4}","{d=163, s=6, n=爱奇艺, ud=4}","{d=331, s=1, n=宝宝连数字-宝宝巴士, ud=1}","{d=2952, s=3, n=Google Play 商店, ud=2}","{d=114, s=2, n=儿童宝宝学拼音, ud=2}","{d=4, s=1, n=皇室战争, ud=1}"
53667,00:08:22:a4:53:a6,20171220,41,2,2,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,安阳市,,,20171220,0,,,,,"{d=4741, s=11, n=腾讯视频, ud=3}","{d=3, s=1, n=酷我音乐, ud=1}","{d=12, s=1, n=搜狗输入法, ud=1}","{d=48, s=4, n=360手机卫士, ud=3}","{d=1538, s=5, n=葫芦娃, ud=1}","{d=393, s=1, n=我的安吉拉, ud=1}",,,,,,
53668,00:08:22:a6:ed:43,20171220,36,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宁德市,,,20171220,0,,,,,,,,,,,,,,,,
53669,00:08:22:b6:f1:73,20171220,36,2,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,郑州市,"22:34.685_113.870_1,18:34.685_113.870_1,11:34.685_113.870_1,21:34.685_113.870_2,34.683_113.877_1,3:34.685_113.869_1,34.682_113.877_1,2:34.682_113.877_1,34.685_113.869_1,20:34.685_113.870_2,10:34.685_113.870_1,1:34.682_113.877_1,34.685_113.869_1,0:34.685_113.870_1,6:34.685_113.869_1,34.683_113.877_1,34.685_113.870_2,5:34.685_113.869_1,34.682_113.877_1,4:34.685_113.869_1,34.682_113.877_1,9:34.685_113.870_1,34.686_113.868_1,8:34.685_113.870_1|21:34.685_113.870_2,34.686_113.868_2,20:34.685_113.870_2,1:34.686_113.868_1,34.685_113.870_1,19:34.685_113.870_2,22:34.685_113.870_1,18:34.685_113.870_1,8:34.685_113.870_1",,20171220,0,,,,,"{d=110, s=3, n=葫芦娃, ud=2}","{d=161, s=11, n=360手机卫士, ud=7}","{d=726, s=23, n=酷我音乐, ud=9}","{d=265, s=16, n=安狗狗管家, ud=7}","{d=6, s=1, n=墨迹天气, ud=1}","{d=48, s=3, n=360手机助手, ud=2}","{d=954, s=6, n=儿歌多多, ud=1}","{d=51, s=5, n=今日头条, ud=3}","{d=48, s=6, n=360清理大师, ud=5}","{d=28, s=1, n=中华万年历记事, ud=1}","{d=12, s=1, n=猎豹清理大师, ud=1}","{d=289, s=7, n=JJ斗地主, ud=4}"
53670,00:08:22:bc:91:73,20171220,31,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,东莞市,,,20171220,0,,,,,,,,,,,,,,,,
53671,00:08:22:c4:f9:fb,20171220,25,1,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,周口市,,,20171220,0,,,,,"{d=10245, s=46, n=WiFi万能钥匙, ud=12}","{d=2647, s=4, n=欢乐斗地主（腾讯）, ud=3}","{d=1446, s=30, n=360手机卫士, ud=13}","{d=6, s=1, n=手电筒, ud=1}","{d=17363, s=16, n=分身大师, ud=11}","{d=685, s=82, n=爱奇艺, ud=4}","{d=5037, s=203, n=搜狗输入法, ud=21}","{d=14645, s=113, n=360手机助手, ud=20}","{d=39645, s=105, n=乐视视频, ud=22}","{d=363, s=2, n=中国移动手机营业厅, ud=1}","{d=15522, s=20, n=QQ, ud=13}","{d=5769, s=35, n=微信, ud=9}"
53672,00:08:22:ca:41:3e,20171220,0,1,2,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,武汉市,"21:-6.196_106.765_2,17:-6.133_106.775_2,14:-6.196_106.765_3,12:-6.194_106.765_2,-6.196_106.765_2|20:-6.175_106.624_1",,20171220,0,,,,,,,,,,,,,,,,
53673,00:08:22:d0:06:fc,20171220,41,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,商丘市,,,20171220,0,,,,,"{d=1278, s=7, n=快手, ud=2}","{d=27, s=1, n=QQ, ud=1}","{d=1920, s=4, n=快看漫画, ud=3}","{d=18, s=1, n=WiFi万能钥匙, ud=1}","{d=339, s=4, n=QQ浏览器, ud=3}","{d=179, s=8, n=腾讯手机管家, ud=2}","{d=12, s=2, n=KingRoot, ud=2}",,,,,
53674,00:08:22:d6:d8:c6,20171220,41,2,2,1,0,0,1,1,0,0,0,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,洛阳市,,,20171220,0,,,,,"{d=62, s=2, n=百度地图, ud=2}","{d=467, s=2, n=微信, ud=1}","{d=42, s=1, n=QQ, ud=1}","{d=3, s=1, n=唯品会, ud=1}",,,,,,,,
53675,00:08:22:ec:1c:fc,20171220,25,1,2,1,0,0,2,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,成都市,,,20171220,0,,,,,"{d=177, s=7, n=QQ, ud=2}","{d=7, s=2, n=美图秀秀, ud=1}","{d=155, s=2, n=暴风影音, ud=2}","{d=484, s=41, n=搜狗输入法, ud=4}","{d=497, s=3, n=快手, ud=1}","{d=15, s=1, n=QQ阅读, ud=1}","{d=154, s=6, n=微信, ud=3}","{d=150, s=4, n=卓易市场, ud=3}","{d=13, s=1, n=Faceu激萌, ud=1}","{d=5211, s=19, n=QQ音乐, ud=4}",,
53676,00:08:22:ee:2d:e5,20171220,31,2,2,2,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大同市,,,20171220,0,,,,,,,,,,,,,,,,
53677,00:08:22:f2:d5:fb,20171220,31,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,黔西南布依族苗族自治州,,,20171220,0,,,,,"{d=36, s=1, n=火柴人联盟, ud=1}","{d=5, s=1, n=百度手机卫士, ud=1}","{d=218, s=4, n=贪吃蛇大作战, ud=2}","{d=50, s=4, n=奔跑吧兄弟4-撕名牌大战, ud=2}","{d=302, s=18, n=酷我音乐, ud=3}","{d=18, s=4, n=奔跑吧兄弟5-跑男小镇, ud=1}",,,,,,
53678,00:08:22:f6:f5:1d,20171220,41,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,达州市,"19:24.717_118.187_2,24.719_118.187_2,22:24.719_118.187_1,17:24.719_118.187_1,24.717_118.187_1,24.721_118.185_1,23:24.717_118.187_1,24.719_118.187_2,24.721_118.181_2,18:24.719_118.187_1,24.717_118.187_1,24.721_118.185_1,15:24.719_118.187_1,24.717_118.187_1,16:24.719_118.187_2,13:24.720_118.183_1,24.719_118.187_4,14:24.720_118.183_1,24.719_118.187_2,11:24.719_118.187_1,12:24.719_118.187_1,24.717_118.187_2,24.720_118.183_1,21:24.721_118.181_2,24.719_118.187_4,3:24.717_118.187_1,24.721_118.190_1,20:24.717_118.187_1,24.719_118.187_3,10:24.720_118.183_1,24.717_118.187_1,1:24.721_118.190_1,24.717_118.187_1,0:24.719_118.187_2,24.717_118.187_1,7:24.719_118.187_1,6:24.717_118.187_1,24.719_118.187_1,9:24.717_118.187_2,24.719_118.187_1,8:24.717_118.187_3,24.719_118.187_3|21:24.719_118.187_1,10:24.717_118.187_1,24.719_118.187_1,24.720_118.183_1,1:24.717_118.187_1,24.719_118.187_1,7:24.719_118.187_1,24.717_118.187_1,17:24.721_118.183_1,24.719_118.187_2,18:24.721_118.185_2,24.717_118.187_2,23:24.719_118.187_2,24.721_118.181_2,9:24.719_118.187_2,24.717_118.187_2,15:24.717_118.187_1,24.720_118.183_1,24.725_118.179_1,16:24.716_118.188_1,8:24.717_118.187_1,24.719_118.187_1,13:24.719_118.187_2,24.720_118.183_1,11:24.717_118.187_1,24.720_118.183_1,24.721_118.183_1",,20171220,0,,,,,,,,,,,,,,,,
53679,00:0a:f5:01:f5:4c,20171220,25,2,2,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北京市,,,20171220,0,,,,,,,,,,,,,,,,
53680,00:0a:f5:13:28:70,20171220,41,2,2,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,广州市,"21:23.128_113.323_1,23.126_113.330_1,23.128_113.325_10,20:23.128_113.325_11,23.127_113.326_2,23.127_113.325_1,6:23.130_113.325_5,23.128_113.326_6,19:23.130_113.325_2,23.128_113.326_4,17:23.130_113.325_2,23.127_113.327_2,23.128_113.325_2,22:23.128_113.325_1,23.130_113.325_9,23:23.130_113.325_4,23.128_113.326_5,18:23.128_113.325_4,23.130_113.325_3,23.131_113.331_1,9:23.163_113.355_1,23.128_113.325_1,23.128_113.326_1,16:23.130_113.325_1,23.134_113.326_1,23.128_113.326_1,13:23.130_113.325_1,23.128_113.326_1,23.134_113.326_1|19:23.130_113.320_1,23.130_113.319_1,23.128_113.325_2,22:23.128_113.325_5,23.130_113.326_5,17:23.128_113.326_1,23.128_113.325_1,23.133_113.327_1,18:23.128_113.326_3,23.130_113.326_3,23:23.130_113.325_2,23.127_113.327_2,23.128_113.325_2,15:23.130_113.325_2,23.128_113.325_4,23.127_113.327_4,16:23.130_113.325_2,23.130_113.326_2,23.127_113.327_2,13:23.128_113.326_1,23.127_113.327_1,23.128_113.325_1,14:23.130_113.325_1,23.130_113.326_2,23.128_113.325_3,11:23.130_113.326_1,23.138_113.327_1,23.128_113.325_1,12:23.128_113.326_3,23.128_113.325_3,21:23.128_113.325_3,23.130_113.327_1,23.130_113.325_1,20:23.130_113.325_2,23.127_113.330_3,23.128_113.326_2,10:23.128_113.326_1,23.127_113.327_1,23.130_113.325_1,7:23.130_113.325_1,23.128_113.326_1,23.127_113.327_1,9:23.127_113.327_2,23.128_113.326_2,23.130_113.325_2,8:23.130_113.326_2,23.128_113.325_2,23.127_113.327_2",,20171220,0,,,,,"{d=3, s=1, n=讯飞输入法, ud=1}","{d=15, s=3, n=QQ浏览器, ud=2}","{d=9, s=1, n=QQ音乐, ud=1}","{d=138, s=9, n=QQ, ud=5}","{d=23851, s=115, n=快看漫画, ud=23}",,,,,,,
